,tweet_id,tweetText,polarity_value,polarity_type,topic,set
6387,ID:183927835151446019,andaluces y asturianos van a propiciar nuevos #gobiernos populares d @javierarenas_pp @cherines_pp tan buenos como @conmdcospedal  en #CLM,P,AGREEMENT,política,train
6388,ID:183928798817947648,“@Carlos_Latre: @David_Busta felicidades GRande!!!;) todo mi cariño!!;)” GRACIAS AMIGO!!!,P,AGREEMENT,música,train
6392,ID:183949659256008704,Difícil interpretar aún esta caída en la participación en las elecciones en Andalucía y en Asturias. Desconcierto en las redacciones.,N,AGREEMENT,política,train
6393,ID:183949974864797696,Oigo que la noche será larga en Andalucía. Por lo ajustado del resultado? o por cómo hará la Junta el recuento? #transparencia,N,AGREEMENT,política,train
6398,ID:183965568813109248,Ahora a esperar los resultados de las elecciones mucha suerte a los andaluces y asturianos en especial a J. Arenas y Cherines,P,AGREEMENT,política,train
6400,ID:183966160717496320,Si sólo hay una encuesta(IPSOS) pq he contabilizado ya 20diferentes resultados israelitasaa? #IntoxicadoresDeJornadaElectoral,N,AGREEMENT,política,train
6401,ID:183968432264454145,"Resultados en Sarre: CDU de Merkel fuerza más votada, pero su socio de coalición, clínicamente muertos Aires de Gran Coalición?",N,DISAGREEMENT,política,train
6402,ID:183971350216585216,Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio http://t.co/vdw6wQUy,N,AGREEMENT,otros,train
6404,ID:183974993326116865,"Estamos a punto de empezar en @CCMTV1 el programa  especial de las elecciones andaluzas y asturianas, con @PMorales y un gran equipo",P,AGREEMENT,política,train
6415,ID:183986505994350592,;-)))))) RT @elisa_cj: En la sede del @ppandaluz se respira tranquilidad #25M #Andalucía,P,AGREEMENT,política,train
6417,ID:183991753311911936,"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",P,AGREEMENT,política,train
6420,ID:183998817736212481,Pp andaluz cauto. Todavía queda el recuento de las ciudades.,P,AGREEMENT,política,train
6423,ID:184005056130072576,En Asturias Foro + PP y en Andalucía es de infarto...,N,AGREEMENT,política,train
6425,ID:184010719317069824,No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos.,N,AGREEMENT,política,train
6426,ID:184015097621004288,Enhorabuena al PP de Andalucía. Victoria histórica. Respeto a la decisión de los andaluces.Ellos son dueños de su elección y de su futuro.,P,AGREEMENT,política,train
6429,ID:184016674633162752,"Viendo y escuchando a Cospedal, se diría que Cospedal está realmente contenta por el resultado de Arenas en Andalucía. (¿No?) #25M",P,AGREEMENT,política,train
6430,ID:184020361606725633,Si Rajoy no presentara Reforma Laboral se diría que PP no gobierna Andalucía por falta de medidas.Hace falta discurso POLÍTICO.,N,AGREEMENT,política,train
6431,ID:184021193345613824,"No se puede fiar todo una estrategia política al desgaste del adversario. La gente también necesita ilusión.  Arriola, !!!así no!!",N,AGREEMENT,política,train
6432,ID:184023722745790465,Victoria sin gobierno: análisis del delegado de EL PAÍS en Andalucía. http://t.co/kEn4Eeqv via @el_pais,N,AGREEMENT,política,train
6433,ID:184024330030678016,Para quien quiera seguir con el análisis puede hacerlo en el 24 horas con Xabier Fortes. Y mañana más en #losdesayunosdetve a las 9!!!!,P,AGREEMENT,política,train
6435,ID:184033530752413697,"Planeta creativo: nuevo placer otra interesante jornada con vosotros. Mañana pronto estoy con @susannagriso, que sigue a 6 puntos... a2.",P,AGREEMENT,entretenimiento,train
6436,ID:184035851368538112,"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa...#miscositas http://t.co/r9m8wZyJ",P,AGREEMENT,entretenimiento,train
6437,ID:184038976754167808,@SSantiagosegura tintín...he perfao...no atisbo a.... Viva Landa!!;),P,AGREEMENT,entretenimiento,train
6438,ID:184039087601233921,Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) http://t.co/64HaGHan,N,AGREEMENT,política,train
6440,ID:184042440733376512,"Gracias, gracias, gracias a todos cuantos habéis seguido confiando en nuestro camino. Ahora toca seguir trabajando por Andalucia.",P,AGREEMENT,política,train
6441,ID:184047379232731136,Momento de reflexión para Rajoy: Política no es la cajera de un supermercado que suma productos por código de ba... http://t.co/XNjT79qK,N,AGREEMENT,política,train
6443,ID:184054337041989632,"Mirad. ¡Me he comido una ""h"" por segunda vez en el día de hoy! Y me disculpo por segunda vez. Lo siento. Pero estoy cansado. Bona nit.",N,AGREEMENT,política,train
6444,ID:184055536474525700,Algunas paradojas electorales. Una victoria que decepciona y una derrota que trae alegría http://t.co/vch0TScN #25M,N,AGREEMENT,política,train
6445,ID:184084285765066753,Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) http://t.co/JVuPslUr,P,AGREEMENT,música,train
6446,ID:184144296117669888,"El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)",N,AGREEMENT,otros,train
6447,ID:184148130646867968,El dia 2 de Junio tocare en el estadio Vicente Calderon para celebrar los 20 años de Cadena100 .. Me llevo toda la artilleria pesada. ;),P,DISAGREEMENT,música,train
6450,ID:184158186100637696,"gracias “@TxetxoY: Arenas ingresado por subida de azúcar, tras tanta derrota dulce. Gran análisis de @Fgarea  http://t.co/64HaGHan""”",P,DISAGREEMENT,política,train
6451,ID:184160714301255680,En @tuitrafico encontraréis información del estado de las carreteras. Está muy bien,P,AGREEMENT,entretenimiento,train
6452,ID:184174152075329538,"Gracias :) RT @chtgarrote: Muchas felicidades por el especial de ayer, la más amplia, plural y completa cobertura informativa del #25M",P,AGREEMENT,entretenimiento,train
6453,ID:184178762357817344,#EPdesayunoPatxi xq formar una mesa de partidos fuera del parlamento? No es un ninguno de la voluntad electoral?,N,AGREEMENT,entretenimiento,train
6454,ID:184192600310427649,Atención: tanto PSOE como PP pierden votos en las andaluzas d ayer respecto a las anteriores d 2008. Diez puntos + d abstención.,N,AGREEMENT,política,train
6455,ID:184192745366224896,"Covergència,después de su congreso,ha marcado claro su objetivo: llevar a Cataluña al conflicto social desde la insumisión d coche oficial",N,AGREEMENT,política,train
6456,ID:184205954282291200,"Telita. RT @Manuiza64 Una hora esperando en baseTorrejón.Llega alguien de Exteriores.Y llama al militar de la entrada ""guardia"". Me ha matao",N,AGREEMENT,política,train
6457,ID:184208399263735808,Gracias a todos x vuestra felicitacion. Un abrazo. http://t.co/fbnWbP2O,P,AGREEMENT,política,train
6458,ID:184209246353768448,@LosadaPescador con retraso pero Feliz Cumpleaños!!,P,AGREEMENT,política,train
6459,ID:184217164046282752,Asi es el Numero Uno  HOY A LAS 22:30 en http://t.co/Z0tdaQnC,P,AGREEMENT,entretenimiento,train
6461,ID:184227420860190721,Los vascos que para López no son vascos http://t.co/pm0PjVTY,N,AGREEMENT,entretenimiento,train
6463,ID:184253404514758656,Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer #caradura,N,AGREEMENT,política,train
6465,ID:184259769081667584,"@FedericoQuevedo @amadeoniza sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución #25M",N,AGREEMENT,política,train
6466,ID:184263848277196801,"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.",N,AGREEMENT,política,train
6467,ID:184272682349637634,Rajoy dice a su llegada a Seoul que los resultados en Andalucía no han sido un fracaso,P,AGREEMENT,política,train
6469,ID:184290670419251201,Roban dos millones de euros en una joyería madrileña con un butrón - http://t.co/lPd40w3A,N,AGREEMENT,otros,train
6470,ID:184291568814002177,Y la corrupción sigue... Detenido el 'número 2' de la Diputación de Barcelona por tráfico de influencias http://t.co/YbCOS6ro,N,AGREEMENT,política,train
6471,ID:184292962769965056,Detenidas 14 personas entre las 76 desalojadas de un edificio en Centro http://t.co/EkPS6NbE vía @elmundoes,N,AGREEMENT,otros,train
6472,ID:184295883515506689,Ya puede consultar en la web La Moncloa http://t.co/3frCdMwG el borrador del Anteproyecto de Ley de Transparencia y hacer sus aportaciones,P,AGREEMENT,política,train
6473,ID:184302778112421888,El gobierno ahora más q nunca tiene q actuar. La situación política y económica exige contundencia y no paños calientes.Sin miedo a huelgas.,P,DISAGREEMENT,política,train
6474,ID:184307331067150337,"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",N,AGREEMENT,política,train
6475,ID:184311064094195712,El gran Ferrán Adriá ahora en @apropios_rne,P,AGREEMENT,otros,train
6477,ID:184323717386612737,"JA, JA, JA!!! RT @Alfonso_Egea: Os juro que he intentado contenerme! Imposible... Pais este el nuestro http://t.co/vqc5j8Jw""",P,AGREEMENT,entretenimiento,train
6478,ID:184331705337905152,Últimamenteaa RT @DrFleischman: @JuanraLucas Últimamente dice usted unas cosas muy extrañas...,N,AGREEMENT,entretenimiento,train
6479,ID:184338085260177408,¿Afectarña Andalucía a los presupuestos del viernes? @TelediarioInter 20:30,N,AGREEMENT,política,train
6480,ID:184364384796164097,"Hoy tendría q haber salido en rueda de prensa Arenas y explicarse. Vamos, digo yo q no poder gobernar a la cuarta merece una explicación.",N,AGREEMENT,política,train
6481,ID:184366676173795330,"Cada vez se parece mas @Fede_dejuan a Alvaro Nadal con esa peluca!!! Es la leche, :DDDDDD",N,AGREEMENT,entretenimiento,train
6482,ID:184370790861516800,van a asaltar el Bundesbank? “@Elpregoneeero: FCC y ACS se adjudican un túnel en Alemania por 290 millones de euros http://t.co/fzt7u8Hv”,N,AGREEMENT,economía,train
6483,ID:184373199230861313,alaaaaaaaa “@AlbertoCuellarr: @maykanavarro un mordisco mejor ;-)”,P,AGREEMENT,entretenimiento,train
6484,ID:184391531329888256,"RT“@marianorajoy: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita",N,AGREEMENT,política,train
6485,ID:184395530317733889,El mapa de los #medios más influyentes http://t.co/N9XfnFWt #periodismo,P,AGREEMENT,entretenimiento,train
6487,ID:184397152469008384,"Ya está en marcha el procedimiento de consulta pública de la Ley de transparencia, acceso a la información... http://t.co/1CbjZtf9",P,AGREEMENT,política,train
6488,ID:184398349384953856,http://t.co/NcywwjNapara aquellos que quieran ver un resumen de lo que fue mi concierto en Ensenada aquí está el #videocapítulo,P,AGREEMENT,música,train
6489,ID:184508567271903233,Buenos días ;-)),P,AGREEMENT,entretenimiento,train
6491,ID:184523921226350592,"Agencia noticias SANA:Consejo Nacional Medios Sirio da licencias trabajo a 6 periódicos y 13 revistas d política,economia,sociedad y cultura",P,AGREEMENT,entretenimiento,train
6492,ID:184527758746071040,"El jefe del sondeo que + erró dice q la culpa quizá fue d los proPP, q votaron poco, o los proPsoe, q votaron demasiado http://t.co/JH9gcjRo",N,AGREEMENT,política,train
6495,ID:184537790673985536,"Acabo de comprar por iTunes la versión de ""Hoy me voy"" del MTV a  dueto con @PaulaFernandes7 , esta buenísima..! .. Y la canción también !",P,AGREEMENT,música,train
6496,ID:184540569404579841,El Número Uno arranca con derroche de voz y ritmo http://t.co/CUj2YEGU vía @antena3com,P,AGREEMENT,entretenimiento,train
6497,ID:184543741904818176,"No vi la gala de #ElNumeroUno, pero sí he visto el pedazo de 20,8% de audiencia que hizo. Felicidades, @tinetr y cía.",P,AGREEMENT,entretenimiento,train
6499,ID:184553777720860672,“@Mile_aguirre: @David_Busta cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZOOOO!,P,AGREEMENT,música,train
6501,ID:184559454283501568,"Rajoy celebra su 57 cumpleaños en Seúl: ""cumplir años no es bueno, no cumplirlos es peor"" http://t.co/zJ0mDANK",P,AGREEMENT,política,train
6502,ID:184587010076442624,".@javierarenas_pp "" en #Andalucía a través de las urnas es posible la alternancia . Después de 30 años hemos ganado y ser los mas votados""",P,AGREEMENT,política,train
6503,ID:184589154091409409,Las cámaras d @13tv_AlDia están preguntando: ¿cree q con el #25M se abre un ciclo político en España favorable al @PSOE y @_Rubalcaba_ ?,P,AGREEMENT,entretenimiento,train
6504,ID:184599219745730560,"PP admite q 25M ""ha dado alas"" a PSOE pero niega cambio ciclo. @jamonago dice en @servimedia q a Rubalcaba ""lo recogieron los Tédax"" el 20N",N,AGREEMENT,política,train
6505,ID:184606436632969217,El TS condena a unos padres a pagar a sus vecinos 8.000 euros por el ruido de sus hijas al piano.,N,AGREEMENT,otros,train
6507,ID:184620013288820736,Las empresas publicas q cometen irregularidades en @TelediarioInter a las 3 y @CriadoSusana,N,DISAGREEMENT,entretenimiento,train
6508,ID:184636611378679808,Las ofertas de última hora de http://t.co/5rR3tfOA son la bomba. Desde 25€/persona y noche...,P,AGREEMENT,otros,train
6509,ID:184638220548579328,"Con el plan de ajuste de Botella, los talleres culturales en los distritos de Madrid costarán un 40% más",N,AGREEMENT,política,train
6512,ID:184650329537781760,“Nosotras damos de comer a la humanidad” http://t.co/sjpKXnS1,P,AGREEMENT,entretenimiento,train
6514,ID:184667922218749952,Exigiremos al Ayuntamiento que mantenga el actual nivel de empleo municipal a todos los niveles de la administración http://t.co/vCHGTEhQ,P,AGREEMENT,política,train
6515,ID:184670196492017664,Deseo de mucho éxito al alcalde de  Oropesa. Pasen y vean: Oropesa es la que más se esmera en recrear el Medievo - http://t.co/aYTrcDKK,P,AGREEMENT,política,train
6516,ID:184673291015958530,"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. http://t.co/jo8CjhHK",N,AGREEMENT,política,train
6517,ID:184680360485986304,Hoy se graban coros. Seguimos avanzando.,P,AGREEMENT,música,train
6518,ID:184682711041048577,Obra de teatro para concienciar a nuestros escolares en la seguridad vial http://t.co/Cyd7casL,P,AGREEMENT,otros,train
6519,ID:184683019511140353,¡Curioso! ¿Se imaginan un concierto con efímeros instrumentos de hielo? Escuchen cómo suenan en este #video http://t.co/TqBM1NlA vía BBC,P,AGREEMENT,música,train
6520,ID:184684531075391488,La paz y la seguridad internacional nos exigen un compromiso activo y España está a la vanguardia de este reto http://t.co/BOQdD7ee,P,AGREEMENT,política,train
6524,ID:184690150104768512,Rubalcaba denuncia quelas mujeres son las más dañadas por los recortes y considera prioritaria la igualdad Debería mandar su plan a Valderas,N,AGREEMENT,política,train
6525,ID:184693323028635650,"Juan Tardá (ERC) dice en el Congreso q en Cataluña hay recortes xq España ejerce ""expolio financiero"" sobre ellos. ¿En qué realidad vive?",N,AGREEMENT,economía,train
6526,ID:184694222681686016,"Gracias! RT @CarlosSosa_ @Tonicanto1 La sentencia. Soy el ""condenado"". Se lee rapidito, dolo tres folios. Saludos  http://t.co/mtCaO4Aa",P,AGREEMENT,política,train
6527,ID:184697060447096833,X favor: una fotografía de Marín para elcongreso x 27.000€urazos!!!! No son muchos euros para una foto? Vía @elEconomistaes,N,AGREEMENT,política,train
6529,ID:184714893931458560,Felicitats a l'equip de bàsquet del FCB per arribar a la Final Four! Felicidades al equipo de baloncesto del FCB por llegar a la Final Four!,P,AGREEMENT,deportes,train
6530,ID:184720423487942656,Muere un brigadista en el incendio forestal de Orense http://t.co/JJoxBSCT vía Atlas,N,AGREEMENT,otros,train
6531,ID:184737055375495169,Cómo se llega a esto?,N,AGREEMENT,entretenimiento,train
6533,ID:184742959382671360,Montoro advierte de que el recorte del Presupuesto superará el 15% http://t.co/hEH2G7Tj via @abc_es,N,AGREEMENT,política,train
6534,ID:184746133279604736,"La UE prevé que España suba impuestos, todo listo para la huelga y la renta mínima de inserción, amenazadahttp://t.co/jXmep9Rn#portadaEPC",N,AGREEMENT,política,train
